,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At this moment you have selected:,,,1310,values (out of 1310 in total).,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,USED?,ECOSYSTEM,,SERVICE,,CASE STUDY LOCATION,,,,,,,,,,VALUE INFORMATION,,,,,,,ADDITIONAL INFORMATION,,REFERENCE,,,
1450,TRUE,Coastal wetlands,Mangroves,Food,Fish,Indonesia,Lower Middle Income,Low density,Not protected,Local,"Bintuni, Indonesia",South-Eastern Asia,Asia,"  2° 7'0.00""S","133°31'60.00""E",2007,TRUE,Direct market pricing,Annual,204.03,USD/ha/yr,US Dollar,,,"Ruitenbeek, H.J. (1994)",1994,"Modelling economy-ecology linkages in mangroves: Economic evidence for promoting conservation in Bintuni Bay, Indonesia. Ecological Economics 10(3): 233-247","Ruitenbeek, H.J. (1994) (1994) Modelling economy-ecology linkages in mangroves: Economic evidence for promoting conservation in Bintuni Bay, Indonesia. Ecological Economics 10(3): 233-247"
1451,TRUE,Coastal wetlands,Mangroves,Raw materials,Raw materials [unspecified],Bangladesh,Low Income,High density,Unknown,Local,"Sundarban mangrove forest, Bangladesh",Southern Asia,Asia," 21°56'22.32""N"," 89°17'37.06""E",2007,TRUE,Factor Income / Production Function,Annual,35.09,USD/ha/yr,US Dollar,,,"Ahmad, N.",1984,Some aspects of economic resources of Sundarban mangrove forest of Bangladesh.,"Ahmad, N. (1984) Some aspects of economic resources of Sundarban mangrove forest of Bangladesh."
1452,TRUE,Coastal wetlands,Mangroves,Raw materials,Raw materials [unspecified],Philippines,Lower Middle Income,High density,Partially protected,Country,Philippines,South-Eastern Asia,Asia, 12°00'N,121°00'E,2007,TRUE,Direct market pricing,Annual,818.7,USD/ha/yr,US Dollar,,,"Nickerson, D.J.",1999,Trade-offs of mangrove area development in the Philippines. Ecological Economics 28 (2): 279-298.,"Nickerson, D.J. (1999) Trade-offs of mangrove area development in the Philippines. Ecological Economics 28 (2): 279-298."
1453,TRUE,Coastal wetlands,Mangroves,Medical,Biochemicals,Cambodia,Low Income,Low density,Protected,Municipality / city,"Bokor, Kirirom, Kep and Ream National Parks, Cambodia",South-Eastern Asia,Asia,"10°28'25.27""N","103°46'18.46""",2007,TRUE,Direct market pricing,Annual,2.25,USD/ha/yr,US Dollar,,,"Emerton, L., R. Seilava and H. Pearith",2002,"Bokor, Kirirom, Kep and Ream National Parks, Cambodia: Case Studies of Economic and Development Linkages. Field Study Report. International Centre for Environmental Management, Brisbane and IUCN.","Emerton, L., R. Seilava and H. Pearith (2002) Bokor, Kirirom, Kep and Ream National Parks, Cambodia: Case Studies of Economic and Development Linkages. Field Study Report. International Centre for Environmental Management, Brisbane and IUCN."
1454,TRUE,Coastal wetlands,Mangroves,Medical,Biochemicals,El Salvador,Lower Middle Income,High density,Not protected,Province / Region,"Gulf of Fonseca, El Salvador",Central America,Latin America and the Caribbean," 13°15'0.00""N"," 87°45'0.00""W",2007,TRUE,Contingent Valuation,Annual,34.86,USD/ha/yr,US Dollar,,,MANR,2002,Valoracion economica del humedal barrancones. Proyecto Regional de Conservación de los Ecosistemas Costeros del Golfo de Fonseca –PROGOLF.,MANR (2002) Valoracion economica del humedal barrancones. Proyecto Regional de Conservación de los Ecosistemas Costeros del Golfo de Fonseca –PROGOLF.
1455,TRUE,Coastal wetlands,Tidal Marsh,Extreme events,Flood prevention,United Kingdom of Great Britain and Northern Ireland,High Income: (OECD),High density,Unknown,Province / Region,"Essex, East Anglia, UK",Northern Europe,Europe,"51°43'10.24""N","0°46'24.85""E",2007,TRUE,Replacement Cost,Annual,8312.66,USD/ha/yr,US Dollar,,,"King, S.E. and J.N. Lester",1995,The value of salt marsh as a sea defence. Marine Pollution Bulletin 30 (3): 180-189.,"King, S.E. and J.N. Lester (1995) The value of salt marsh as a sea defence. Marine Pollution Bulletin 30 (3): 180-189."
1456,TRUE,Coastal wetlands,Salt water wetlands,Extreme events,Flood prevention,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2007,TRUE,Replacement Cost,Annual,273.27,USD/ha/yr,US Dollar,,,"Ledoux, L.",2003,Wetland valuation: state of the art and opportunities for further development. CSERGE Working Paper PA 04-01,"Ledoux, L. (2003) Wetland valuation: state of the art and opportunities for further development. CSERGE Working Paper PA 04-01"
1458,TRUE,Coastal wetlands,Salt water wetlands,Extreme events,Prevention of extreme events [unspecified],Korea (Republic of),High Income: (OECD),High density,Unknown,Landscape / district,"coastal wetlands around the Youngsan River, South Korea",Eastern Asia,Asia,"34°45'5.07""N","126°19'41.06""E",2007,TRUE,Contingent Valuation,Annual,3799.85,USD/ha/yr,US Dollar,,,"Pyo, H.D.",2001,An economic analysis of preservation versus development of coastal wetlands around the Youngsan River. Ocean Policy Research 16,"Pyo, H.D. (2001) An economic analysis of preservation versus development of coastal wetlands around the Youngsan River. Ocean Policy Research 16"
1459,TRUE,Coastal wetlands,Mangroves,Erosion,Erosion prevention,Indonesia,Lower Middle Income,Low density,Not protected,Local,"Bintuni, Indonesia",South-Eastern Asia,Asia,"  2° 7'0.00""S","133°31'60.00""E",2007,TRUE,Direct market pricing,Annual,96.71,USD/ha/yr,US Dollar,,,"Ruitenbeek, H.J. (1994)",1994,"Modelling economy-ecology linkages in mangroves: Economic evidence for promoting conservation in Bintuni Bay, Indonesia. Ecological Economics 10(3): 233-247","Ruitenbeek, H.J. (1994) (1994) Modelling economy-ecology linkages in mangroves: Economic evidence for promoting conservation in Bintuni Bay, Indonesia. Ecological Economics 10(3): 233-247"
1460,TRUE,Coastal wetlands,Salt water wetlands,Nursery,Nursery service,Italy,High Income: (OECD),High density,Protected,Municipality / city,"Venice Lagoon, Italy",Southern Europe,Europe,"45°22'50.71""N","12°17'42.97""E",2007,TRUE,Choice Modeling,Annual,30.36,USD/ha/yr,US Dollar,,,"Nunes, P. A.L.D., L. Rossetto, and A. de Blaeij",2004,Measuring the economic value of alternative clam fishing management practices in the Venice Lagoon: results from a conjoint valuation application. Journal of Marine Systems 51: 309-320,"Nunes, P. A.L.D., L. Rossetto, and A. de Blaeij (2004) Measuring the economic value of alternative clam fishing management practices in the Venice Lagoon: results from a conjoint valuation application. Journal of Marine Systems 51: 309-320"
1461,TRUE,Coastal wetlands,Salt water wetlands,Nursery,Nursery service,United States of America,High Income: (OECD),Low density,Partially protected,Province / Region,"Louisiana, USA",Northern America,Americas," 31°14'41.36""N"," 92° 8'42.09""W",2007,TRUE,Direct market pricing,Annual,102.33,USD/ha/yr,US Dollar,,,"Coreil, P.D.",1993,"Wetlands functions and values in Louisiana. Louisiana Sea Grant publication, USA","Coreil, P.D. (1993) Wetlands functions and values in Louisiana. Louisiana Sea Grant publication, USA"
1462,TRUE,Coastal wetlands,Salt water wetlands,Nursery,Nursery service,Caribbean,No data available,High density,Partially protected,Region,Caribbean,Caribbean,Latin America and the Caribbean, 18°00'N, 72°00'W,2007,TRUE,Factor Income / Production Function,Annual,423.95,USD/ha/yr,US Dollar,,,"Dharmaratne, G. and I. Strand (2002)",2002,"Adaptation to climate change in the Caribbean: the role of economic valuation. Report to the CPACC, London.","Dharmaratne, G. and I. Strand (2002) (2002) Adaptation to climate change in the Caribbean: the role of economic valuation. Report to the CPACC, London."
1463,TRUE,Coastal wetlands,Salt water wetlands,Nursery,Nursery service,Vietnam,Low Income,High density,Partially protected,Province / Region,"Mekong Delta, Camau, Vietnam",South-Eastern Asia,Asia,"  9°13'40.00""N","105°15'0.00""E",2007,TRUE,Factor Income / Production Function,Annual,2363.8,USD/ha/yr,US Dollar,,,"Do, T.N. and J. Bennett",2005,"An economic valuation of wetlands in Vietnam’s Mekong Delta: a case study of direct use values in Camau Province. Occasional Paper No. 8. Environment Management and Development Program, APSEG, ANU.","Do, T.N. and J. Bennett (2005) An economic valuation of wetlands in Vietnam’s Mekong Delta: a case study of direct use values in Camau Province. Occasional Paper No. 8. Environment Management and Development Program, APSEG, ANU."
1464,TRUE,Coastal wetlands,Tidal Marsh,Nursery,Nursery service,United States of America,High Income: (OECD),Low density,Unknown,Landscape / district,"Narragansett Bay, Rhode Island, USA",Northern America,Americas,"41°35'27.71""N","71°23'24.08""W",2007,TRUE,Factor Income / Production Function,Annual,2243.47,USD/ha/yr,US Dollar,,,"Johnston, R.J., G. Magnusson, M.J. Mazzotta and J.J. Opaluch",2002,The economics of wetland ecosystem restoration and mitigation: combining economic and ecological indicators to Prioritize Salt Marsh Restoration Actions. American Journal of Agricultural Economics 84: 1362-1370.,"Johnston, R.J., G. Magnusson, M.J. Mazzotta and J.J. Opaluch (2002) The economics of wetland ecosystem restoration and mitigation: combining economic and ecological indicators to Prioritize Salt Marsh Restoration Actions. American Journal of Agricultural Economics 84: 1362-1370."
1465,TRUE,Coastal wetlands,Mangroves,Nursery,Nursery service,Fiji Islands,Upper Middle Income,Low density,Partially protected,Country,Fiji,Melanesia,Oceania, 16°34'S,179°24'E,2007,TRUE,Direct market pricing,Annual,836.66,USD/ha/yr,US Dollar,,,"Lal, P.N.",1990,Conservation or conversion of mangroves in Fiji. East-West Centre Occasional Papers 11,"Lal, P.N. (1990) Conservation or conversion of mangroves in Fiji. East-West Centre Occasional Papers 11"
1466,TRUE,Coastal wetlands,Mangroves,Nursery,Nursery service,Vietnam,Low Income,High density,Unknown,Country,"Mangroves, Vietnam [no exact case study location]",South-Eastern Asia,Asia,,,2007,TRUE,Factor Income / Production Function,Annual,941.25,USD/ha/yr,US Dollar,,,"Levine, S. and M. Mindedal",1998,"Economics of multiple-use natural resources: the mangroves of Vietnam. MSc Thesis, University of Copenhagen","Levine, S. and M. Mindedal (1998) Economics of multiple-use natural resources: the mangroves of Vietnam. MSc Thesis, University of Copenhagen"
1467,TRUE,Coastal wetlands,Mangroves,Nursery,Nursery service,Australia,High Income: (OECD),Low density,Unknown,Landscape / district,"Moreton Bay, Eastern Australia, Australia",Australia and New Zealand,Oceania,"27°14'32.30""S","153°16'20.61""E",2007,TRUE,Direct market pricing,Annual,5846.52,USD/ha/yr,US Dollar,,,"Morton, R.M.",1990,"Community structure, density, and standing crop of fishes in a subtropical Australian mangrove area. Marine Biology 105: 385-394.","Morton, R.M. (1990) Community structure, density, and standing crop of fishes in a subtropical Australian mangrove area. Marine Biology 105: 385-394."
1468,TRUE,Coastal wetlands,Mangroves,Nursery,Nursery service,Philippines,Lower Middle Income,High density,Unknown,Landscape / district,"Lingayan Gulf, Luzon, Philippines",South-Eastern Asia,Asia,"16° 5'33.21""N","120°13'48.09""E",2007,TRUE,Direct market pricing,Annual,59644.9,USD/ha/yr,US Dollar,,,"Nickerson, D.J.",1999,Trade-offs of mangrove area development in the Philippines. Ecological Economics 28 (2): 279-298.,"Nickerson, D.J. (1999) Trade-offs of mangrove area development in the Philippines. Ecological Economics 28 (2): 279-298."
1469,TRUE,Coastal wetlands,Salt water wetlands,Recreation,Recreation,United States of America,High Income: (OECD),Low density,Partially protected,Province / Region,"Louisiana, USA",Northern America,Americas," 31°14'41.36""N"," 92° 8'42.09""W",2007,TRUE,Contingent Valuation,Annual,39.36,USD/ha/yr,US Dollar,,,"Farber, S.",1996,Welfare loss of wetlands disintegration: a Louisiana study. Contemporary Economic Policy 14: 92-106,"Farber, S. (1996) Welfare loss of wetlands disintegration: a Louisiana study. Contemporary Economic Policy 14: 92-106"
1470,TRUE,Inland Wetlands,Wetlands [unspecified],Water,Water [unspecified],Sweden,High Income: (OECD),Low density,Partially protected,Local,"Martebo mire, Gotland County, Sweden",Northern Europe,Europe," 57°38'58.86""N"," 18°42'52.08""E",2007,TRUE,Replacement Cost,Annual,39.36,USD/ha/yr,US Dollar,,,Folke (1991),1991,The societal value of wetland life-support. In Folke and Kaberger (eds) Linking the natural environment and the economy,Folke (1991) (1991) The societal value of wetland life-support. In Folke and Kaberger (eds) Linking the natural environment and the economy
1471,TRUE,Inland Wetlands,Floodplains,Water,Water [unspecified],Bangladesh,Low Income,High density,Unknown,Landscape / district,"Bangshi-Dhaleswari floodplain, part of Brahmaputra River, Tangail region of North-Central Bangladesh",Southern Asia,Asia,"24°15'7.51""N"," 89°47'6.66""E",2007,TRUE,Factor Income / Production Function,Annual,3.37,USD/ha/yr,US Dollar,,,"Islam, M. and J.B. Braden",2006,Bio-economic development of floodplains: farming versus fishing in Bangladesh. Environment and Development Economics 11: 95-126.,"Islam, M. and J.B. Braden (2006) Bio-economic development of floodplains: farming versus fishing in Bangladesh. Environment and Development Economics 11: 95-126."
1472,TRUE,Inland Wetlands,Swamps / marshes,Water flows,River discharge,United Kingdom of Great Britain and Northern Ireland,High Income: (OECD),High density,Unknown,Landscape / district,"River Ancholme, UK",Northern Europe,Europe,"53°42'13.05""N","0°30'34.69""W",2007,TRUE,Avoided Cost,Annual,9368.61,USD/ha/yr,US Dollar,,,UK Environment Agency,1999,River Ancholme flood storage area progression. Report E3475/01/001 prepared by Posford Duvivier Environment.,UK Environment Agency (1999) River Ancholme flood storage area progression. Report E3475/01/001 prepared by Posford Duvivier Environment.
1473,TRUE,Inland Wetlands,Swamps / marshes,Water flows,Drainage,United States of America,High Income: (OECD),Low density,Partially protected,Province / Region,"Washington State, USA",Northern America,Americas," 47°45'3.87""N","120°44'24.50""W",2007,TRUE,Replacement Cost,Annual,8483.59,USD/ha/yr,US Dollar,,,"Leschine, T.M., K.F. Wellman and T,H. Green (1997)",1997,The economic value of wetlands: Wetlands' role in flood protection in Western Washington. Washington State Department of Ecology. Ecology Publication no. 97-100.,"Leschine, T.M., K.F. Wellman and T,H. Green (1997) (1997) The economic value of wetlands: Wetlands' role in flood protection in Western Washington. Washington State Department of Ecology. Ecology Publication no. 97-100."
1474,TRUE,Inland Wetlands,Swamps / marshes,Soil fertility,Deposition of nutrients,Sweden,High Income: (OECD),Low density,Unknown,Country,"Sweden, whole country",Northern Europe,Europe,,,2007,TRUE,Replacement Cost,Annual,4588.16,USD/ha/yr,US Dollar,,,"Bystrom, O.",2000,The replacement value of wetlands in Sweden. Environmental and Resource Economics 16(4):347-362,"Bystrom, O. (2000) The replacement value of wetlands in Sweden. Environmental and Resource Economics 16(4):347-362"
1475,TRUE,Inland Wetlands,Peat wetlands,Nursery,Nursery service,Sweden,High Income: (OECD),Low density,Partially protected,Local,"Martebo mire, Gotland County, Sweden",Northern Europe,Europe," 57°38'58.86""N"," 18°42'52.08""E",2007,TRUE,Replacement Cost,Annual,10.12,USD/ha/yr,US Dollar,,,Folke (1991),1991,The societal value of wetland life-support. In Folke and Kaberger (eds) Linking the natural environment and the economy,Folke (1991) (1991) The societal value of wetland life-support. In Folke and Kaberger (eds) Linking the natural environment and the economy
1476,TRUE,Inland Wetlands,Swamps / marshes,Nursery,Nursery service,Lao People's Democratic Republic,Low Income,Low density,Not protected,Local,"That Luang Marsh, Vientiane, Lao PDR",South-Eastern Asia,Asia," 17°54'51.04""N","102°39'27.68""E",2007,TRUE,Direct market pricing,Annual,916.51,USD/ha/yr,US Dollar,,,"Gerrard, P.",2004,"Integrating wetland ecosystem values into urban planning: the case of That Luang Marsh, Vientiane, Lao PDR. IUCN and WWF.","Gerrard, P. (2004) Integrating wetland ecosystem values into urban planning: the case of That Luang Marsh, Vientiane, Lao PDR. IUCN and WWF."
